16:40:34  Log file: /home/cs24bt033/CS24BT033_Work/code/CIFAR_10/CIFAR_10_Implementation/dispatcher/results/logs/nsga2_ins_loss_20260905_164034.log
16:40:34  Device: cuda:0  |  Pop: 50  |  Gen: 30  |  FC epochs: 30  |  Bias handling: INS class-weighted LOSS (not sampling)  |  GA engine: pymoo
16:40:34  Loading train embeddings...
16:40:34  Embeddings shape: (41872, 64)
16:40:34  Correctness matrix shape: (41872, 4)
16:40:34  INS class weights: [2.3389407e-03 3.5534766e-01 1.1548798e+00 2.4874334e+00]
16:40:34  
Starting search: 50 initial individuals, then 30 generations of 50 offspring each...

17:24:18    [eval # 146]  alpha_sys=99.30%  flops=192.921G
17:24:36    [eval # 147]  alpha_sys=99.33%  flops=216.649G
17:24:53    [eval # 148]  alpha_sys=99.34%  flops=111.230G
17:25:12    [eval # 149]  alpha_sys=99.22%  flops=136.031G
17:25:30    [eval # 150]  alpha_sys=99.30%  flops=91.555G
17:25:30  -- Generation 3/30 done  |  best_alpha_sys=99.41%  best_low_flops=44.213G --
17:25:49    [eval # 151]  alpha_sys=99.32%  flops=150.482G
17:26:07    [eval # 152]  alpha_sys=99.25%  flops=112.343G
17:26:26    [eval # 153]  alpha_sys=99.26%  flops=114.130G
17:26:44    [eval # 154]  alpha_sys=99.29%  flops=93.222G
17:27:03    [eval # 155]  alpha_sys=99.24%  flops=139.853G
17:27:21    [eval # 156]  alpha_sys=99.29%  flops=123.890G
17:27:40    [eval # 157]  alpha_sys=99.19%  flops=64.953G
17:27:59    [eval # 158]  alpha_sys=99.29%  flops=98.708G
17:28:17    [eval # 159]  alpha_sys=99.22%  flops=89.742G
17:28:36    [eval # 160]  alpha_sys=99.38%  flops=234.525G
17:28:53    [eval # 161]  alpha_sys=99.32%  flops=174.100G
17:29:10    [eval # 162]  alpha_sys=99.30%  flops=95.743G
17:29:29    [eval # 163]  alpha_sys=99.26%  flops=116.191G
17:29:47    [eval # 164]  alpha_sys=99.32%  flops=129.200G
17:30:05    [eval # 165]  alpha_sys=99.34%  flops=108.263G
17:30:23    [eval # 166]  alpha_sys=99.26%  flops=147.671G
17:30:41    [eval # 167]  alpha_sys=99.30%  flops=104.547G
17:30:59    [eval # 168]  alpha_sys=99.23%  flops=69.236G
17:31:18    [eval # 169]  alpha_sys=99.27%  flops=136.332G
17:31:36    [eval # 170]  alpha_sys=99.20%  flops=74.386G
17:31:53    [eval # 171]  alpha_sys=99.34%  flops=193.214G
17:32:12    [eval # 172]  alpha_sys=99.28%  flops=149.174G
17:32:31    [eval # 173]  alpha_sys=99.21%  flops=71.793G
17:32:50    [eval # 174]  alpha_sys=99.37%  flops=229.304G
17:33:09    [eval # 175]  alpha_sys=99.20%  flops=102.269G
17:33:27    [eval # 176]  alpha_sys=99.35%  flops=166.453G
17:33:44    [eval # 177]  alpha_sys=99.31%  flops=231.347G
17:34:03    [eval # 178]  alpha_sys=99.33%  flops=209.783G
17:34:21    [eval # 179]  alpha_sys=99.27%  flops=115.026G
17:34:38    [eval # 180]  alpha_sys=99.29%  flops=96.176G
17:34:56    [eval # 181]  alpha_sys=99.25%  flops=76.441G
17:35:14    [eval # 182]  alpha_sys=99.37%  flops=139.108G
17:35:31    [eval # 183]  alpha_sys=99.36%  flops=185.970G
17:35:50    [eval # 184]  alpha_sys=99.27%  flops=77.725G
17:36:08    [eval # 185]  alpha_sys=99.31%  flops=162.568G
17:36:26    [eval # 186]  alpha_sys=99.27%  flops=153.839G
17:36:44    [eval # 187]  alpha_sys=99.32%  flops=183.881G
17:37:02    [eval # 188]  alpha_sys=99.21%  flops=97.083G
17:37:21    [eval # 189]  alpha_sys=99.33%  flops=143.457G
17:37:40    [eval # 190]  alpha_sys=99.29%  flops=137.831G
17:37:58    [eval # 191]  alpha_sys=99.30%  flops=166.531G
17:38:16    [eval # 192]  alpha_sys=99.28%  flops=115.650G
17:38:34    [eval # 193]  alpha_sys=99.34%  flops=246.733G
17:38:53    [eval # 194]  alpha_sys=99.36%  flops=239.991G
17:39:11    [eval # 195]  alpha_sys=99.35%  flops=176.058G
17:39:30    [eval # 196]  alpha_sys=99.29%  flops=172.681G
17:39:49    [eval # 197]  alpha_sys=99.31%  flops=192.441G
17:40:07    [eval # 198]  alpha_sys=99.38%  flops=190.069G
17:40:25    [eval # 199]  alpha_sys=99.27%  flops=119.996G
17:40:44    [eval # 200]  alpha_sys=99.31%  flops=137.605G
17:40:44  -- Generation 4/30 done  |  best_alpha_sys=99.41%  best_low_flops=44.213G --
17:41:03    [eval # 201]  alpha_sys=99.32%  flops=112.507G
17:41:21    [eval # 202]  alpha_sys=99.28%  flops=110.354G
17:41:40    [eval # 203]  alpha_sys=99.28%  flops=133.833G
17:41:58    [eval # 204]  alpha_sys=99.27%  flops=125.197G
17:42:16    [eval # 205]  alpha_sys=99.26%  flops=94.312G
17:42:34    [eval # 206]  alpha_sys=99.30%  flops=214.118G
17:42:52    [eval # 207]  alpha_sys=99.36%  flops=196.372G
17:43:10    [eval # 208]  alpha_sys=99.36%  flops=151.209G
17:43:28    [eval # 209]  alpha_sys=99.34%  flops=200.942G
17:43:46    [eval # 210]  alpha_sys=99.33%  flops=155.811G
17:44:05    [eval # 211]  alpha_sys=99.27%  flops=76.218G
17:44:23    [eval # 212]  alpha_sys=99.37%  flops=181.672G
17:44:41    [eval # 213]  alpha_sys=99.28%  flops=91.693G
17:44:59    [eval # 214]  alpha_sys=99.31%  flops=115.727G
17:45:17    [eval # 215]  alpha_sys=99.29%  flops=142.885G
17:45:35    [eval # 216]  alpha_sys=99.14%  flops=58.488G
17:45:54    [eval # 217]  alpha_sys=99.36%  flops=257.553G
17:46:12    [eval # 218]  alpha_sys=99.27%  flops=138.862G
17:46:31    [eval # 219]  alpha_sys=99.35%  flops=176.409G
17:46:49    [eval # 220]  alpha_sys=99.24%  flops=68.369G
17:47:08    [eval # 221]  alpha_sys=99.31%  flops=159.454G
17:47:26    [eval # 222]  alpha_sys=99.34%  flops=198.957G
17:47:45    [eval # 223]  alpha_sys=99.14%  flops=78.561G
17:48:04    [eval # 224]  alpha_sys=99.15%  flops=67.430G
17:48:22    [eval # 225]  alpha_sys=99.17%  flops=93.339G
